Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Skinny Legs and All,Joe Tex,1967,3.18,4,0.599,0.394,7,-16.106,major(1),0.0721,0.718,0.0018,0.706,0.824,130.56,14,Funk
Set Me Free - Soul Country,Joe Tex,1968,3.02,4,0.549,0.453,5,-12.601,major(1),0.0277,0.479,0.00433,0.13,0.815,79.795,3,Funk
I GOTCHA,Joe Tex,1972,2.48,4,0.84,0.856,8,-11.277,major(1),0.328,0.182,0.000297,0.306,0.763,93.41,35,Funk
You said a bad word,Joe Tex,1972,2.54,4,0.874,0.635,1,-7.113,major(1),0.14,0.101,1.18e-06,0.061,0.813,100.295,8,Funk
Chicken Crazy,Joe Tex,1976,3.48,4,0.556,0.896,8,-8.158,major(1),0.328,0.449,0.0,0.209,0.668,139.826,2,Funk
Pneumonia,Joe Tex,1976,2.6,4,0.669,0.554,11,-5.169,minor(0),0.0747,0.791,0.0,0.19,0.674,66.701,2,Funk
Ain't Gonna Bump No More (With No Big Fat Woman),Joe Tex,1977,6.73,4,0.745,0.835,6,-10.961,minor(0),0.0346,0.014,0.113,0.139,0.936,113.897,31,Funk
It's All the Way Live,Lakeside,1978,7.17,4,0.739,0.726,0,-7.571,major(1),0.0531,0.0659,0.0277,0.0962,0.91,117.772,37,Funk
Fantastic Voyage,Lakeside,1980,6.18,4,0.816,0.602,7,-11.924,major(1),0.0755,0.134,4.23e-05,0.152,0.963,114.768,55,Funk
Something About That Woman,Lakeside,1982,5.07,4,0.712,0.719,11,-7.514,major(1),0.118,0.156,0.000695,0.0189,0.925,94.937,43,Funk
Raid,Lakeside,1983,6.93,4,0.796,0.813,7,-10.829,major(1),0.04,0.00956,0.000136,0.0433,0.834,107.747,35,Funk
Say Yes,Lakeside,1983,5.3,4,0.559,0.386,7,-14.001,major(1),0.0335,0.523,0.0,0.19,0.756,128.505,37,Funk
Jump Hi,LION BABE,2014,2.98,4,0.542,0.804,10,-5.368,minor(0),0.114,0.00022,0.000156,0.0879,0.587,93.028,36,Funk
Out Of This World,LION BABE,2014,3.62,4,0.785,0.786,4,-5.177,major(1),0.0691,0.00544,0.0239,0.0951,0.434,124.995,42,Funk
Treat Me Like Fire,LION BABE,2014,4.18,4,0.671,0.65,6,-7.687,major(1),0.0665,0.198,0.0057,0.6,0.323,91.961,48,Funk
Wonder Woman,LION BABE,2015,3.32,4,0.751,0.667,1,-6.967,major(1),0.116,0.142,0.0202,0.0714,0.785,79.962,32,Funk
Got Body,LION BABE,2016,3.08,4,0.523,0.806,8,-3.43,major(1),0.0862,0.416,0.000293,0.123,0.422,91.829,19,Funk
Jungle Lady,LION BABE,2016,3.53,4,0.478,0.704,9,-6.881,minor(0),0.186,0.12,0.00932,0.0936,0.258,76.816,23,Funk
The Wave,LION BABE,2016,3.4,4,0.713,0.745,10,-5.561,minor(0),0.0342,0.0267,0.00053,0.134,0.935,109.937,28,Funk
Rockets (feat. Moe Moks),LION BABE,2017,3.62,4,0.677,0.658,8,-5.149,major(1),0.0699,0.15,0.0,0.155,0.874,134.086,44,Funk
Soul Power,Maceo And The Macks,1971,6.78,4,0.716,0.78,0,-8.024,major(1),0.0682,0.0323,0.843,0.715,0.796,107.384,5,Funk
Chicken,Maceo And The Macks,1974,8.37,4,0.681,0.612,8,-12.21,major(1),0.0631,0.119,0.836,0.0526,0.926,94.292,30,Funk
Funky Woman - Original,Maceo And The Macks,1974,5.71,4,0.612,0.704,3,-9.941,major(1),0.04,0.504,0.0534,0.108,0.825,113.768,1,Funk
Soul Power 74 - Pt. 2,Maceo And The Macks,1974,4.14,4,0.816,0.736,7,-5.511,major(1),0.0403,0.285,0.247,0.438,0.943,105.213,45,Funk
Tell Me Something Good,Maceo And The Macks,1974,3.67,4,0.54,0.724,6,-6.438,minor(0),0.0972,0.0499,9.99e-06,0.394,0.726,154.823,30,Funk
Cross The Tracks (We Better Go Back),Maceo And The Macks,1975,3.3,4,0.55,0.589,3,-11.964,major(1),0.0328,0.211,0.0103,0.42,0.953,204.383,44,Funk
Shake Everything You've Got,Maceo And The Macks,1985,10.12,4,0.579,0.778,0,-12.197,major(1),0.203,0.507,0.0103,0.964,0.727,165.89,25,Funk
Fencewalk,Mandrill,1973,5.54,4,0.577,0.568,7,-11.875,major(1),0.0536,0.168,0.0616,0.0801,0.963,106.019,33,Funk
Hang Loose,Mandrill,1973,4.82,4,0.54,0.797,7,-10.777,minor(0),0.0617,0.434,0.165,0.12,0.935,128.291,18,Funk
Mango Meat,Mandrill,1973,4.78,4,0.596,0.686,2,-7.915,major(1),0.103,0.28,0.00969,0.0726,0.729,103.949,19,Funk
Too Late,Mandrill,1974,3.95,4,0.609,0.893,1,-3.894,major(1),0.031,0.2,0.0,0.127,0.961,115.875,11,Funk
Funky Worm,Ohio Players,1972,2.68,4,0.633,0.644,2,-9.923,minor(0),0.0914,0.0803,0.000246,0.0356,0.949,86.115,42,Funk
Fire,Ohio Players,1974,4.61,4,0.639,0.75,5,-11.794,major(1),0.0557,0.324,0.0335,0.282,0.851,107.174,51,Funk
Heaven Must Be Like This,Ohio Players,1974,7.3,4,0.462,0.429,0,-12.616,major(1),0.0323,0.0405,0.00486,0.256,0.514,140.268,38,Funk
I Want To Be Free,Ohio Players,1974,6.91,4,0.501,0.485,5,-12.826,major(1),0.121,0.286,0.000273,0.0649,0.65,142.274,38,Funk
Jive Turkey,Ohio Players,1974,7.16,4,0.782,0.563,0,-11.933,major(1),0.0474,0.0324,0.0273,0.0792,0.88,138.795,25,Funk
Skin Tight,Ohio Players,1974,7.9,4,0.828,0.611,7,-12.749,major(1),0.0393,0.0399,0.0116,0.104,0.835,110.169,36,Funk
Fopp - Single Version,Ohio Players,1975,3.91,4,0.445,0.676,5,-9.41,major(1),0.164,0.045,0.0,0.0572,0.911,182.507,28,Funk
Love Rollercoaster,Ohio Players,1975,4.84,4,0.613,0.82,0,-10.175,major(1),0.0737,0.181,1.45e-06,0.049,0.465,115.125,57,Funk
Sweet Sticky Thing,Ohio Players,1975,6.21,4,0.532,0.582,1,-12.297,minor(0),0.0631,0.201,0.0139,0.087,0.669,90.82,40,Funk
Who'd She Coo?,Ohio Players,1976,4.52,4,0.682,0.646,11,-11.359,minor(0),0.0617,0.0363,0.0642,0.0542,0.868,112.338,22,Funk
Mothership Connection (Star Child),Parliament,1975,6.22,4,0.662,0.585,8,-10.238,minor(0),0.101,0.531,1.08e-05,0.443,0.829,89.212,44,Funk
P-Funk (Wants To Get Funked Up),Parliament,1975,7.69,4,0.637,0.421,9,-14.327,major(1),0.252,0.654,0.0,0.369,0.779,87.507,42,Funk
Unfunky UFO,Parliament,1975,4.4,4,0.673,0.682,2,-9.991,major(1),0.0633,0.252,0.000193,0.0308,0.941,98.277,39,Funk
Do That Stuff,Parliament,1976,4.81,4,0.77,0.555,6,-16.08,minor(0),0.0764,0.211,0.000164,0.0339,0.862,97.729,32,Funk
Give Up The Funk (Tear The Roof Off The Sucker),Parliament,1976,5.8,4,0.717,0.665,9,-9.503,major(1),0.0523,0.0659,0.0,0.326,0.774,105.693,57,Funk
Flash Light,Parliament,1977,5.78,4,0.702,0.735,7,-10.458,minor(0),0.0465,0.243,0.117,0.474,0.687,105.177,56,Funk
Aqua Boogie (A Psychoalphadiscobetabioaquadoloop),Parliament,1978,9.43,4,0.682,0.686,0,-8.921,major(1),0.0924,0.0688,7.68e-05,0.0601,0.69,105.568,16,Funk
Dance Wit' Me,Rick James,1978,7.34,4,0.756,0.879,4,-6.348,minor(0),0.0369,0.159,0.00111,0.429,0.906,122.157,39,Funk
Mary Jane,Rick James,1978,4.96,4,0.537,0.82,11,-7.011,minor(0),0.127,0.256,1.93e-06,0.432,0.881,94.429,59,Funk
You And I,Rick James,1978,8.1,4,0.782,0.874,8,-6.651,minor(0),0.0759,0.297,0.00327,0.572,0.826,119.378,41,Funk
Bustin' Out (On Funk),Rick James,1979,3.88,4,0.726,0.698,9,-9.761,major(1),0.109,0.181,1.04e-06,0.227,0.882,102.955,39,Funk
Ghetto Life,Rick James,1981,4.35,4,0.758,0.716,0,-8.609,major(1),0.0875,0.354,0.0,0.126,0.896,116.648,48,Funk
Give It To Me Baby,Rick James,1981,4.14,4,0.706,0.727,11,-8.714,major(1),0.0456,0.114,7.7e-05,0.174,0.965,119.55,64,Funk
Super Freak,Rick James,1981,3.42,4,0.838,0.794,9,-8.245,minor(0),0.0531,0.22,0.0,0.0575,0.962,132.446,70,Funk
Cold Blooded,Rick James,1983,5.99,4,0.939,0.487,10,-7.641,minor(0),0.153,0.0172,0.0124,0.05,0.646,117.637,44,Funk
17,Rick James,1984,4.16,4,0.795,0.732,1,-10.487,major(1),0.0562,0.0176,0.000784,0.499,0.874,119.315,26,Funk
Glow,Rick James,1985,5.72,4,0.698,0.827,1,-7.293,major(1),0.0366,0.0187,0.0236,0.0814,0.784,117.74,32,Funk
Once You Get Started,Rufus,1974,4.47,4,0.621,0.769,5,-8.696,minor(0),0.0547,0.0845,0.000317,0.0369,0.856,121.17,29,Funk
Pack'd My Bags,Rufus,1975,5.05,4,0.435,0.543,4,-11.835,minor(0),0.0439,0.643,7.03e-05,0.122,0.283,98.955,20,Funk
Sweet Thing,Rufus,1975,3.34,4,0.71,0.387,9,-12.82,major(1),0.0484,0.725,0.00617,0.113,0.806,80.557,57,Funk
Come On Dance With Me,Rufus,1977,2.54,4,0.593,0.414,10,-11.667,minor(0),0.121,0.119,5.98e-05,0.207,0.778,95.901,0,Funk
Hollywood,Rufus,1977,4.16,4,0.654,0.401,4,-16.35,major(1),0.0563,0.841,0.155,0.0996,0.685,92.744,32,Funk
Tell Me Something Good,Rufus & Chaka Khan,1974,4.62,4,0.666,0.577,1,-7.916,major(1),0.22,0.659,0.0,0.569,0.783,74.29,51,Funk
You Got The Love,Rufus & Chaka Khan,1975,4.64,4,0.572,0.758,0,-8.094,major(1),0.116,0.63,0.000169,0.496,0.92,97.103,40,Funk
Stay,Rufus & Chaka Khan,1978,5.66,4,0.68,0.504,4,-11.15,minor(0),0.0359,0.446,0.00273,0.0778,0.785,95.241,36,Funk
Slide,Slave,1977,6.85,4,0.597,0.823,4,-12.8,minor(0),0.0328,0.0027,0.11,0.11,0.933,115.948,39,Funk
Just a Touch of Love,Slave,1979,6.55,4,0.742,0.473,0,-14.567,major(1),0.0309,0.0508,2.14e-05,0.0386,0.904,108.782,43,Funk
Steppin' Out,Slave,1980,5.33,4,0.772,0.632,4,-12.556,minor(0),0.096,0.206,3.6e-06,0.0491,0.831,115.243,18,Funk
Watching You,Slave,1980,4.71,4,0.802,0.507,7,-12.455,major(1),0.065,0.0438,0.0,0.0767,0.886,110.694,44,Funk
Party Lites,Slave,1981,4.9,4,0.673,0.708,4,-10.307,minor(0),0.0647,0.104,0.000237,0.356,0.578,112.988,18,Funk
Dance to the Music,Sly & The Family Stone,1968,2.99,4,0.703,0.529,7,-11.112,major(1),0.1,0.0168,0.00057,0.911,0.772,128.059,56,Funk
Everyday People,Sly & The Family Stone,1968,2.36,4,0.807,0.497,7,-10.656,major(1),0.0297,0.307,0.0327,0.043,0.765,114.524,64,Funk
Hot Fun in the Summertime,Sly & The Family Stone,1969,2.62,3,0.656,0.65,0,-11.643,major(1),0.0574,0.634,0.0147,0.161,0.931,146.268,50,Funk
I Want to Take You Higher,Sly & The Family Stone,1969,5.37,4,0.613,0.844,9,-10.147,major(1),0.0553,0.123,0.761,0.308,0.519,102.773,41,Funk
Sing a Simple Song - Single Version,Sly & The Family Stone,1969,3.93,4,0.463,0.693,11,-10.387,minor(0),0.0782,0.327,2.76e-06,0.236,0.735,100.965,36,Funk
Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,1969,4.86,4,0.9,0.709,9,-12.683,major(1),0.0636,0.296,0.00047,0.0863,0.897,105.822,54,Funk
You Can Make It If You Try,Sly & The Family Stone,1969,3.64,4,0.784,0.718,6,-11.02,major(1),0.0974,0.53,0.000265,0.0653,0.824,101.84,28,Funk
Family Affair - Single Version,Sly & The Family Stone,1971,3.09,4,0.819,0.605,2,-13.83,minor(0),0.132,0.669,0.0163,0.199,0.797,108.892,51,Funk
If You Want Me to Stay,Sly & The Family Stone,1973,3.01,4,0.843,0.48,11,-11.574,minor(0),0.0492,0.28,0.000782,0.108,0.762,101.993,63,Funk
Binky,Snarky Puppy,2010,9.64,3,0.542,0.641,1,-8.935,minor(0),0.0522,0.0191,0.595,0.692,0.374,128.643,30,Funk
Gone Under,Snarky Puppy,2013,5.78,4,0.573,0.653,10,-9.239,minor(0),0.116,0.492,0.0,0.758,0.528,104.087,28,Funk
Lingus,Snarky Puppy,2014,10.76,5,0.457,0.776,9,-10.238,minor(0),0.142,0.147,0.676,0.689,0.476,129.896,47,Funk
Shofukan,Snarky Puppy,2014,6.55,4,0.426,0.754,4,-9.125,minor(0),0.074,0.0642,0.765,0.701,0.228,167.42,45,Funk
"The Curtain - Live From Dordrecht,Het Energiehuis / 2014 - Bonus Version",Snarky Puppy,2014,14.67,4,0.383,0.492,0,-9.721,minor(0),0.0362,0.354,0.897,0.807,0.0956,109.002,30,Funk
What About Me?,Snarky Puppy,2014,6.7,4,0.386,0.917,11,-8.089,minor(0),0.103,0.0285,0.897,0.878,0.568,127.315,44,Funk
Semente,Snarky Puppy,2016,7.2,4,0.576,0.653,7,-7.461,minor(0),0.0618,0.118,0.0516,0.192,0.367,109.998,29,Funk
Whitecap,Snarky Puppy,2019,8.47,4,0.712,0.867,0,-8.139,major(1),0.0494,0.0316,0.882,0.701,0.554,126.996,17,Funk
Over And Over,Sylvester,1977,7.04,4,0.481,0.63,11,-8.18,major(1),0.0344,0.00975,0.000666,0.109,0.938,131.466,32,Funk
Dance (Disco Heat),Sylvester,1978,5.92,4,0.768,0.79,3,-10.469,major(1),0.0312,0.007,0.186,0.0678,0.956,132.729,38,Funk
You Make Me Feel (Mighty Real),Sylvester,1978,6.67,4,0.629,0.851,5,-11.182,minor(0),0.0294,0.0309,0.303,0.0947,0.961,130.7,60,Funk
Can't Stop Dancing,Sylvester,1979,7.73,4,0.784,0.758,1,-9.876,major(1),0.0374,0.0108,1.31e-06,0.066,0.878,130.218,13,Funk
I (Who Have Nothing),Sylvester,1979,11.25,4,0.631,0.525,0,-16.351,minor(0),0.0423,0.00168,0.591,0.0916,0.822,129.054,17,Funk
I Need Somebody To Love Tonight,Sylvester,1979,6.86,4,0.73,0.356,7,-17.845,major(1),0.0749,0.798,0.895,0.0736,0.865,104.903,35,Funk
Quick,Tank and The Bangas,2019,4.44,4,0.625,0.694,1,-4.785,minor(0),0.314,0.0494,0.000264,0.473,0.546,135.01,31,Funk
Rollercoasters,Tank and The Bangas,2019,5.04,4,0.525,0.316,9,-12.157,major(1),0.0799,0.851,0.00929,0.1,0.427,79.06,31,Funk
Spaceships,Tank and The Bangas,2019,4.32,4,0.838,0.652,1,-6.027,minor(0),0.103,0.168,2.39e-05,0.13,0.666,137.045,26,Funk
The Brady's,Tank and The Bangas,2019,3.24,4,0.734,0.487,0,-14.212,major(1),0.0725,0.0911,0.424,0.304,0.215,126.912,24,Funk
Too High - Prelude,Tank and The Bangas,2019,1.74,4,0.415,0.327,10,-17.178,minor(0),0.0868,0.95,0.0,0.371,0.672,80.929,10,Funk
Little Things (feat. Yaya Bey),Tank and The Bangas,2022,3.78,4,0.654,0.561,1,-10.019,major(1),0.235,0.635,0.000421,0.106,0.459,85.004,46,Funk
"Remember (feat. Samara Joy,Robert Glasper)",Tank and The Bangas,2023,4.01,4,0.512,0.592,7,-9.245,minor(0),0.336,0.134,0.0,0.142,0.389,170.109,45,Funk
Behind The Groove,Teena Marie,1980,6.1,4,0.717,0.867,10,-7.981,major(1),0.139,0.0818,4.55e-05,0.0744,0.828,115.443,35,Funk
I Need Your Lovin',Teena Marie,1980,7.54,4,0.668,0.898,0,-6.14,major(1),0.0459,0.0059,0.00516,0.0712,0.756,109.808,45,Funk
It Must Be Magic,Teena Marie,1981,6.11,4,0.818,0.894,11,-7.248,minor(0),0.0853,0.225,0.0,0.146,0.892,119.777,39,Funk
Portuguese Love,Teena Marie,1981,7.82,4,0.466,0.573,9,-12.304,minor(0),0.0793,0.142,0.0,0.0871,0.671,140.643,42,Funk
Square Biz,Teena Marie,1981,6.4,4,0.769,0.922,2,-7.479,major(1),0.119,0.148,0.000197,0.5,0.723,113.621,51,Funk
Lovergirl,Teena Marie,1984,4.85,4,0.76,0.853,9,-4.594,minor(0),0.0658,0.119,0.00212,0.0996,0.842,123.301,40,Funk
Ooo La La La,Teena Marie,1988,5.29,4,0.534,0.58,5,-10.488,major(1),0.0368,0.329,0.0,0.128,0.637,173.417,58,Funk
The Sugar Shack - extended club mix,Teena Marie,1988,6.97,4,0.758,0.899,2,-4.738,major(1),0.173,0.0131,0.0,0.395,0.505,105.053,4,Funk
Get The Funk Out Ma Face,The Brothers Johnson,1976,2.45,4,0.88,0.57,2,-13.145,major(1),0.0821,0.292,0.0388,0.0674,0.791,106.034,46,Funk
I'll Be Good To You,The Brothers Johnson,1976,4.8,4,0.756,0.661,11,-11.874,minor(0),0.0371,0.417,0.000929,0.0605,0.93,98.266,45,Funk
Strawberry Letter 23,The Brothers Johnson,1977,4.98,4,0.73,0.622,7,-11.7,minor(0),0.0532,0.269,0.00874,0.111,0.752,90.973,59,Funk
Ain't We Funkin' Now,The Brothers Johnson,1978,5.63,4,0.78,0.927,2,-9.391,major(1),0.0525,0.0316,0.447,0.142,0.852,114.347,34,Funk
Funk It (Funkadelala),The Brothers Johnson,1980,4.1,4,0.792,0.766,11,-10.87,minor(0),0.132,0.23,0.00966,0.273,0.682,111.528,9,Funk
Ride-O-Rocket,The Brothers Johnson,1980,4.7,4,0.641,0.954,11,-9.239,major(1),0.104,0.0876,0.058,0.475,0.596,122.461,14,Funk
Runnin' For Your Lovin',The Brothers Johnson,1980,5.12,4,0.775,0.686,1,-12.047,minor(0),0.0407,0.312,0.0013,0.0895,0.884,102.963,27,Funk
Stomp!,The Brothers Johnson,1980,6.34,4,0.869,0.729,7,-12.668,minor(0),0.0418,0.134,0.269,0.0872,0.917,119.711,51,Funk
You Keep Me Coming Back - Single Version,The Brothers Johnson,1984,4.35,4,0.872,0.816,9,-8.227,minor(0),0.0746,0.0916,0.00016,0.105,0.818,106.618,11,Funk
Break Your Promise - Remastered,The Delfonics,1968,3.08,4,0.333,0.506,7,-7.069,major(1),0.0299,0.799,0.0,0.0883,0.522,151.507,42,Funk
Didn't I (Blow Your Mind This Time),The Delfonics,1969,3.35,4,0.484,0.59,9,-6.663,major(1),0.0283,0.795,0.00306,0.155,0.324,140.588,52,Funk
Hey! Love,The Delfonics,1970,3.37,4,0.309,0.508,4,-11.876,minor(0),0.0351,0.483,0.000287,0.174,0.56,135.261,52,Funk
Humpin',The Gap Band,1979,5.22,4,0.789,0.8,7,-10.408,major(1),0.0713,0.187,3.74e-06,0.193,0.587,108.797,37,Funk
I Don't Believe You Want To Get Up And Dance (Oops Up Side Your Head),The Gap Band,1979,8.71,4,0.707,0.589,4,-12.636,minor(0),0.0879,0.271,2.79e-05,0.386,0.776,103.548,36,Funk
"I Don't Believe You Want To Get Up And Dance (Oops,Up Side Your Head)",The Gap Band,1979,3.52,4,0.646,0.786,11,-10.308,minor(0),0.149,0.246,2.7e-06,0.387,0.814,103.666,43,Funk
Shake,The Gap Band,1979,4.97,4,0.873,0.506,0,-13.739,major(1),0.0451,0.0744,0.163,0.0745,0.791,100.286,35,Funk
Burn Rubber On Me (Why You Wanna Hurt Me),The Gap Band,1980,4.21,4,0.764,0.733,11,-10.763,minor(0),0.0538,0.0986,0.00104,0.171,0.887,116.185,53,Funk
Yearning For Your Love,The Gap Band,1981,5.68,4,0.586,0.437,2,-10.306,major(1),0.0264,0.0953,4.72e-06,0.124,0.458,90.717,53,Funk
Early In The Morning,The Gap Band,1982,6.5,4,0.719,0.826,4,-9.525,minor(0),0.0456,0.117,0.0125,0.924,0.825,122.83,46,Funk
Outstanding,The Gap Band,1982,3.31,4,0.738,0.498,6,-12.091,major(1),0.0286,0.223,1.57e-05,0.155,0.774,99.084,60,Funk
You Dropped A Bomb On Me,The Gap Band,1982,5.22,4,0.786,0.627,9,-11.177,major(1),0.0339,0.00737,0.00186,0.181,0.831,126.461,58,Funk
Party Train,The Gap Band,1983,5.79,4,0.734,0.77,4,-8.521,minor(0),0.0498,0.0635,0.00624,0.214,0.87,127.521,43,Funk
"Shout,Pts. 1 & 2",The Isley Brothers,1959,4.48,4,0.489,0.866,10,-7.433,major(1),0.0933,0.753,0.0,0.876,0.416,138.63,56,Funk
Twist And Shout,The Isley Brothers,1962,2.59,4,0.774,0.811,5,-6.526,major(1),0.0355,0.65,0.0,0.0736,0.963,123.354,51,Funk
It's Your Thing,The Isley Brothers,1969,2.82,4,0.376,0.67,10,-9.273,major(1),0.0854,0.0727,2.52e-06,0.0718,0.837,185.503,57,Funk
Summer Breeze,The Isley Brothers,1973,6.21,4,0.303,0.63,9,-9.897,minor(0),0.0496,0.15,0.00179,0.134,0.483,155.887,44,Funk
"That Lady,Pts. 1 & 2",The Isley Brothers,1973,5.57,4,0.344,0.769,5,-9.112,minor(0),0.0606,0.261,0.000122,0.335,0.923,126.318,54,Funk
"Fight the Power,Pts. 1 & 2",The Isley Brothers,1975,5.33,4,0.793,0.786,11,-7.449,minor(0),0.175,0.121,0.0187,0.0673,0.83,126.548,37,Funk
"For the Love of You,Pts. 1 & 2",The Isley Brothers,1975,5.67,4,0.686,0.374,11,-11.029,minor(0),0.0439,0.665,1.91e-05,0.101,0.693,102.879,57,Funk
Harvest for the World,The Isley Brothers,1976,3.88,4,0.64,0.565,7,-9.381,major(1),0.0378,0.414,0.000709,0.193,0.612,131.21,41,Funk
"Footsteps in the Dark,Pts. 1 & 2",The Isley Brothers,1977,5.11,4,0.679,0.374,11,-10.565,minor(0),0.0482,0.402,2.49e-05,0.0541,0.871,80.86,60,Funk
Between the Sheets,The Isley Brothers,1983,5.67,4,0.719,0.377,9,-12.585,minor(0),0.0974,0.661,0.0,0.0902,0.575,83.919,60,Funk
Cardova,The Meters,1969,4.59,4,0.742,0.692,5,-13.81,major(1),0.0813,0.324,0.788,0.18,0.689,86.965,33,Funk
Cissy Strut,The Meters,1969,3.11,4,0.507,0.763,0,-12.732,major(1),0.0945,0.172,0.886,0.324,0.708,176.193,56,Funk
Ease Back,The Meters,1969,3.25,4,0.624,0.604,2,-13.443,major(1),0.0692,0.327,0.231,0.295,0.624,154.632,29,Funk
Funky Miracle,The Meters,1969,2.46,4,0.826,0.478,11,-14.113,minor(0),0.321,0.1,0.881,0.0772,0.571,96.052,30,Funk
Look-Ka Py Py,The Meters,1969,3.3,4,0.683,0.629,10,-14.908,minor(0),0.132,0.12,0.358,0.533,0.932,174.713,30,Funk
Chicken Strut,The Meters,1970,3.24,4,0.612,0.623,9,-12.776,major(1),0.247,0.102,0.26,0.323,0.757,100.996,27,Funk
Soul Island,The Meters,1970,3.19,4,0.716,0.682,0,-12.059,major(1),0.0367,0.136,0.86,0.0689,0.968,91.514,20,Funk
Hey Pocky A-Way - 2002 Remaster,The Meters,1974,4.11,4,0.557,0.667,2,-12.349,major(1),0.11,0.146,0.0935,0.0356,0.972,169.289,35,Funk
Just Kissed My Baby,The Meters,1974,4.73,4,0.719,0.615,0,-13.674,major(1),0.122,0.0345,0.0492,0.0573,0.961,170.888,46,Funk
Cool,The Time,1981,10.1,4,0.79,0.339,4,-16.511,major(1),0.0614,0.0261,0.0128,0.161,0.869,125.703,29,Funk
Get It Up,The Time,1981,9.13,4,0.856,0.278,4,-15.064,minor(0),0.0752,0.0168,0.114,0.0497,0.87,112.569,32,Funk
777-9311,The Time,1982,8.09,4,0.819,0.631,6,-11.291,minor(0),0.112,0.00939,0.00217,0.0261,0.776,123.215,39,Funk
Gigolos Get Lonely Too,The Time,1982,4.7,4,0.618,0.476,11,-12.689,minor(0),0.106,0.38,9.25e-06,0.0359,0.624,86.691,41,Funk
Skillet,The Time,1982,6.19,4,0.619,0.98,6,-7.223,minor(0),0.0688,0.00722,5.67e-06,0.366,0.373,110.797,15,Funk
Ice Cream Castles,The Time,1984,7.53,4,0.804,0.57,2,-12.482,major(1),0.0568,0.0075,0.036,0.201,0.621,116.759,26,Funk
Jungle Love,The Time,1984,5.56,4,0.761,0.641,8,-13.466,minor(0),0.0445,0.0713,0.0269,0.483,0.822,119.61,52,Funk
The Bird,The Time,1984,7.74,4,0.675,0.548,6,-15.277,major(1),0.0907,0.0529,0.0216,0.784,0.453,128.837,39,Funk
Them Changes,Thundercat,2015,3.14,4,0.657,0.562,8,-8.6,major(1),0.0601,0.54,0.00143,0.101,0.704,81.657,71,Funk
Captain Stupido,Thundercat,2017,1.69,4,0.658,0.69,11,-7.866,major(1),0.0388,0.238,0.261,0.1,0.638,103.833,43,Funk
For Love (I Come Your Friend),Thundercat,2017,3.59,4,0.251,0.485,4,-9.393,minor(0),0.0352,0.783,0.867,0.108,0.235,84.098,31,Funk
Friend Zone,Thundercat,2017,3.21,4,0.589,0.829,1,-4.961,major(1),0.0353,0.265,0.00367,0.114,0.242,107.003,50,Funk
Show You The Way,Thundercat,2017,3.58,4,0.698,0.514,0,-10.325,major(1),0.0663,0.148,0.0888,0.101,0.63,75.989,51,Funk
Walk On By,Thundercat,2017,3.32,4,0.825,0.302,8,-11.651,major(1),0.282,0.204,0.0,0.0762,0.747,94.956,62,Funk
Funny Thing,Thundercat,2020,1.94,3,0.586,0.893,7,-8.772,major(1),0.439,0.827,0.642,0.212,0.65,140.023,75,Funk
Down to the Nightclub,Tower Of Power,1972,2.72,4,0.603,0.687,11,-8.851,major(1),0.0969,0.0295,0.000215,0.0646,0.825,187.996,24,Funk
You Got to Get Funkifize,Tower Of Power,1972,4.58,4,0.655,0.791,11,-8.301,minor(0),0.0688,0.0542,0.000164,0.184,0.843,181.993,0,Funk
You're Still a Young Man,Tower Of Power,1972,5.62,3,0.447,0.449,3,-9.206,major(1),0.0333,0.234,0.0,0.229,0.527,114.36,46,Funk
So Very Hard to Go,Tower Of Power,1973,3.62,4,0.645,0.639,10,-6.452,major(1),0.0342,0.568,4.34e-05,0.326,0.72,95.254,51,Funk
Soul Vaccination,Tower Of Power,1973,5.26,4,0.65,0.693,0,-7.143,major(1),0.0658,0.406,0.00902,0.0737,0.936,105.072,34,Funk
This Time It's Real,Tower Of Power,1973,2.85,4,0.548,0.799,0,-6.149,major(1),0.16,0.376,0.0,0.111,0.856,140.089,35,Funk
What Is Hip?,Tower Of Power,1973,5.08,4,0.666,0.733,9,-5.884,major(1),0.0563,0.138,0.000349,0.0892,0.597,101.858,47,Funk
Can't You See (You Doin' Me Wrong),Tower Of Power,1974,2.91,4,0.634,0.888,8,-7.375,major(1),0.081,0.286,8.15e-05,0.0742,0.866,106.222,26,Funk
Only so Much Oil in the Ground,Tower Of Power,1975,3.8,4,0.682,0.855,5,-8.682,minor(0),0.0661,0.264,0.000261,0.112,0.926,123.067,35,Funk
Just Enough and Too Much,Tower Of Power,1976,3.41,4,0.702,0.741,0,-7.157,major(1),0.0558,0.116,0.0834,0.0437,0.978,135.07,12,Funk
Backatown,Trombone Shorty,2010,2.78,4,0.793,0.936,10,-6.192,minor(0),0.075,0.163,0.935,0.115,0.791,98.029,38,Funk
Hurricane Season,Trombone Shorty,2010,3.33,4,0.758,0.816,7,-3.965,major(1),0.0569,0.106,0.892,0.391,0.77,99.984,42,Funk
Do To Me,Trombone Shorty,2013,4.62,4,0.69,0.729,2,-6.399,major(1),0.0621,0.0762,0.000177,0.09,0.674,100.925,29,Funk
