Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Man On The Silver Mountain,Rainbow,1975,4.62,4,0.594,0.77,7,-8.267,minor(0),0.032,0.276,0.0176,0.0575,0.827,107.484,55,Metal
Stargazer,Rainbow,1976,8.44,4,0.166,0.948,11,-8.503,minor(0),0.0631,0.00374,0.0131,0.769,0.476,177.495,54,Metal
Long Live Rock N Roll,Rainbow,1978,4.42,4,0.405,0.964,0,-7.456,major(1),0.0573,0.13,0.000224,0.18,0.378,143.099,40,Metal
The Temple Of The King,Rainbow,1978,4.7,4,0.486,0.487,9,-11.633,minor(0),0.0341,0.445,1.44e-05,0.0648,0.373,81.972,59,Metal
Since You Been Gone,Rainbow,1979,3.29,4,0.733,0.726,7,-6.514,major(1),0.0371,0.379,2.58e-06,0.471,0.915,120.814,67,Metal
I Surrender,Rainbow,1981,4.03,4,0.49,0.86,7,-5.284,minor(0),0.0573,0.132,0.0,0.215,0.795,132.673,53,Metal
Kill The King,Rainbow,1981,4.51,4,0.42,0.938,0,-7.882,major(1),0.0664,0.00136,0.00329,0.173,0.697,119.449,38,Metal
All Night Long,Rainbow,1983,3.84,4,0.571,0.945,7,-6.346,minor(0),0.0461,0.0518,7.75e-05,0.793,0.772,128.166,46,Metal
Street Of Dreams,Rainbow,1988,4.43,4,0.555,0.648,6,-8.791,minor(0),0.0286,0.00199,3.83e-06,0.0597,0.659,119.848,48,Metal
Round and Round,Ratt,1984,4.43,4,0.628,0.934,11,-6.026,major(1),0.0527,0.00682,1.11e-05,0.0853,0.491,126.539,68,Metal
Back for More,Ratt,1985,3.78,4,0.625,0.793,8,-8.176,minor(0),0.0432,0.000308,5.13e-06,0.0979,0.462,120.92,47,Metal
Lay It Down,Ratt,1985,3.42,4,0.607,0.86,7,-8.994,major(1),0.0335,0.000354,0.0232,0.263,0.34,99.072,62,Metal
Wanted Man,Ratt,1985,3.71,4,0.609,0.869,4,-7.31,major(1),0.0509,0.00069,7.8e-06,0.0443,0.535,113.125,49,Metal
You're in Love,Ratt,1985,3.25,4,0.568,0.939,7,-7.127,major(1),0.0466,0.00267,0.0464,0.0863,0.498,145.999,55,Metal
I Want a Woman,Ratt,1988,3.98,4,0.616,0.967,4,-6.916,minor(0),0.0432,0.00182,0.0114,0.088,0.685,127.216,41,Metal
Slip of the Lip,Ratt,1988,3.27,4,0.593,0.754,8,-12.852,major(1),0.0324,0.00149,0.013,0.379,0.366,95.174,43,Metal
Body Talk,Ratt,1990,3.81,4,0.567,0.962,8,-9.004,major(1),0.0428,0.000107,0.148,0.162,0.146,104.092,40,Metal
Dance,Ratt,1990,4.35,4,0.565,0.934,8,-7.372,major(1),0.0459,0.00372,0.0466,0.155,0.711,128.931,40,Metal
War of Words,Rob Halford,1992,4.49,4,0.654,0.802,2,-6.571,major(1),0.0349,0.00573,0.374,0.121,0.299,104.984,21,Metal
Light Comes Out Of Black,Rob Halford,2002,4.98,4,0.512,0.965,9,-9.107,major(1),0.0777,3.36e-06,0.00144,0.226,0.178,135.838,20,Metal
More Human Than Human - Live,Rob Zombie,1995,4.45,4,0.504,0.979,6,-4.593,major(1),0.238,0.00266,0.00015,0.996,0.138,101.061,22,Metal
Dragula,Rob Zombie,1998,3.71,4,0.59,0.963,0,-6.489,minor(0),0.0676,8.75e-05,0.000105,0.0781,0.586,125.033,78,Metal
Living Dead Girl,Rob Zombie,1998,3.36,4,0.518,0.948,6,-5.579,minor(0),0.0676,0.00512,0.0996,0.228,0.548,103.025,70,Metal
Superbeast,Rob Zombie,1998,3.67,4,0.52,0.975,11,-4.421,minor(0),0.0583,0.000137,0.826,0.42,0.329,154.058,65,Metal
Demon Speeding,Rob Zombie,2001,3.74,4,0.549,0.81,11,-4.001,minor(0),0.0328,0.000298,2.89e-06,0.156,0.41,133.985,59,Metal
Feel So Numb,Rob Zombie,2001,3.89,4,0.566,0.889,8,-5.22,major(1),0.0426,4.3e-05,0.00907,0.292,0.141,127.045,63,Metal
House Of 1000 Corpses,Rob Zombie,2001,9.45,4,0.36,0.793,0,-9.169,major(1),0.275,0.0113,0.871,0.0915,0.168,112.91,45,Metal
"Never Gonna Stop (The Red,Red Kroovy)",Rob Zombie,2001,3.15,4,0.617,0.85,0,-4.543,major(1),0.0325,6.39e-05,2.93e-05,0.481,0.589,125.03,57,Metal
The Devil's Rejects,Rob Zombie,2005,3.9,4,0.521,0.689,6,-4.797,major(1),0.0383,0.00764,0.000209,0.164,0.094,105.024,41,Metal
"Foxy,Foxy",Rob Zombie,2006,3.48,4,0.627,0.847,2,-4.497,major(1),0.0415,0.0117,0.0,0.317,0.62,110.123,42,Metal
Primo Victoria,Sabaton,2005,4.18,4,0.436,0.748,6,-6.349,minor(0),0.031,0.000676,3.01e-06,0.221,0.589,62.11,64,Metal
40:01:00,Sabaton,2008,4.18,4,0.462,0.941,6,-4.34,minor(0),0.0868,6.97e-05,0.000605,0.151,0.539,130.119,52,Metal
Ghost Division,Sabaton,2008,3.85,4,0.343,0.945,4,-3.259,major(1),0.0555,0.000101,9.62e-06,0.346,0.539,176.135,61,Metal
Swedish Pagans,Sabaton,2008,4.22,4,0.257,0.979,7,-4.079,major(1),0.121,0.0883,0.0452,0.545,0.17,135.067,53,Metal
Carolus Rex - English Version,Sabaton,2012,4.9,4,0.442,0.846,10,-5.545,minor(0),0.0499,0.000594,9.26e-05,0.101,0.241,176.138,54,Metal
No Bullets Fly,Sabaton,2014,3.63,4,0.458,0.925,4,-4.82,minor(0),0.103,0.00015,0.00162,0.225,0.344,76.994,54,Metal
The Final Solution,Sabaton,2014,4.95,4,0.491,0.965,9,-3.378,minor(0),0.0679,0.012,0.000216,0.0955,0.54,93.074,52,Metal
To Hell and Back,Sabaton,2014,3.44,4,0.536,0.849,0,-4.702,major(1),0.0616,0.00318,0.00197,0.104,0.305,127.002,67,Metal
Bismarck,Sabaton,2015,5.23,4,0.505,0.859,6,-5.546,minor(0),0.0431,0.00346,0.0012,0.263,0.434,95.036,62,Metal
The Last Stand,Sabaton,2016,3.93,4,0.519,0.935,7,-5.656,minor(0),0.0423,0.00454,0.0,0.0661,0.498,104.044,69,Metal
Metal Crüe,Sabaton,2019,3.71,4,0.338,0.767,7,-4.601,major(1),0.0338,2.46e-05,1.32e-06,0.176,0.308,93.861,39,Metal
Sirens,Savatage,1985,3.6,4,0.383,0.694,7,-10.729,major(1),0.0569,0.000168,0.0537,0.0997,0.275,130.289,21,Metal
Hall of the Mountain King,Savatage,1987,5.56,4,0.355,0.922,0,-7.331,minor(0),0.103,0.136,0.0138,0.265,0.276,126.937,38,Metal
Power of the Night,Savatage,1987,5.23,4,0.411,0.896,5,-13.76,major(1),0.0803,0.0203,0.162,0.135,0.172,87.421,17,Metal
Gutter Ballet,Savatage,1989,6.36,4,0.313,0.791,0,-6.629,major(1),0.0514,0.228,0.0758,0.134,0.184,101.328,27,Metal
When the Crowds Are Gone,Savatage,1991,5.77,4,0.355,0.447,7,-11.647,minor(0),0.0385,0.409,0.0015,0.0761,0.315,127.691,27,Metal
Believe,Savatage,1993,5.7,4,0.303,0.495,0,-9.591,major(1),0.0348,0.0368,0.000412,0.0857,0.136,59.59,24,Metal
Edge of Thorns,Savatage,1993,5.93,4,0.312,0.675,7,-10.077,major(1),0.0436,0.00294,0.000147,0.249,0.258,93.153,29,Metal
The Wake of Magellan,Savatage,1994,6.17,4,0.424,0.735,2,-8.327,major(1),0.0357,0.0699,0.0,0.202,0.494,99.372,15,Metal
Christmas Eve (Sarajevo 12/24),Savatage,1995,3.41,3,0.198,0.632,4,-6.434,minor(0),0.0326,0.21,0.926,0.119,0.144,186.576,23,Metal
747 (Strangers In the Night) (1997 - Remaster),Saxon,1980,4.98,4,0.475,0.87,0,-8.878,minor(0),0.0762,0.00926,0.000369,0.764,0.318,131.499,41,Metal
Heavy Metal Thunder (2009 Remaster),Saxon,1980,4.4,4,0.312,0.965,1,-6.477,major(1),0.2,0.00248,0.199,0.572,0.327,107.338,30,Metal
Strong Arm of the Law (2009 Remaster),Saxon,1980,4.62,4,0.467,0.848,1,-8.032,major(1),0.0491,0.00156,0.446,0.104,0.43,133.399,36,Metal
Wheels of Steel (1997 - Remaster),Saxon,1980,5.98,4,0.546,0.778,8,-8.262,major(1),0.0606,0.00659,0.538,0.28,0.184,131.336,48,Metal
Princess of the Night,Saxon,1981,4.04,4,0.33,0.841,1,-5.303,major(1),0.0562,0.000292,0.000262,0.061,0.672,106.807,52,Metal
Power and the Glory - 1999 Remaster,Saxon,1983,5.92,4,0.362,0.906,2,-11.932,major(1),0.0411,0.000139,0.00115,0.0977,0.407,95.884,35,Metal
Crusader,Saxon,1984,6.58,4,0.433,0.644,9,-8.054,minor(0),0.0381,0.000374,0.000357,0.117,0.323,91.773,44,Metal
And the Bands Played on,Saxon,1990,2.81,4,0.397,0.897,1,-4.54,minor(0),0.0875,0.0144,0.00504,0.26,0.777,131.906,47,Metal
Lovedrive,Scorpions,1979,4.87,4,0.299,0.663,2,-8.658,major(1),0.0349,0.00238,0.159,0.0787,0.347,141.21,31,Metal
Make It Real,Scorpions,1980,3.82,4,0.587,0.734,10,-8.774,major(1),0.0602,0.0411,0.00307,0.358,0.697,121.715,35,Metal
The Zoo,Scorpions,1980,5.5,4,0.462,0.704,0,-10.177,major(1),0.0763,0.056,0.184,0.371,0.221,103.004,54,Metal
Blackout,Scorpions,1982,3.8,4,0.263,0.84,9,-9.757,major(1),0.0527,0.00676,0.356,0.7,0.714,89.368,49,Metal
No One Like You,Scorpions,1982,3.95,4,0.505,0.631,9,-10.433,minor(0),0.038,0.0203,2.21e-05,0.141,0.835,118.178,68,Metal
Big City Nights,Scorpions,1984,4.15,4,0.532,0.723,9,-11.779,minor(0),0.0333,0.00152,0.00425,0.078,0.866,137.662,56,Metal
Rock You Like A Hurricane,Scorpions,1984,4.2,4,0.482,0.617,4,-12.931,minor(0),0.0458,0.00543,0.000146,0.284,0.718,125.697,71,Metal
Still Loving You,Scorpions,1984,6.45,4,0.273,0.39,8,-12.384,minor(0),0.0317,0.134,0.00174,0.183,0.0851,103.955,65,Metal
Send Me An Angel,Scorpions,1990,4.55,3,0.153,0.417,1,-11.587,major(1),0.0318,0.434,0.000622,0.211,0.166,80.87,70,Metal
Wind Of Change,Scorpions,1990,5.2,4,0.452,0.524,0,-10.108,major(1),0.0351,0.315,0.0,0.103,0.246,151.505,79,Metal
Beneath the Remains,Sepultura,1989,5.24,4,0.31,0.998,9,-5.236,minor(0),0.132,8.7e-05,0.00973,0.417,0.0398,118.933,42,Metal
Kaiowas,Sepultura,1991,3.73,4,0.466,0.495,2,-13.905,major(1),0.126,0.11,0.706,0.399,0.269,91.572,39,Metal
Refuse / Resist,Sepultura,1993,3.32,4,0.475,0.953,2,-6.951,major(1),0.15,0.000291,0.00338,0.104,0.232,118.033,58,Metal
Territory,Sepultura,1993,4.79,4,0.332,0.946,2,-6.233,major(1),0.127,0.000275,0.0304,0.136,0.303,153.091,58,Metal
Attitude,Sepultura,1996,4.26,4,0.475,0.942,1,-4.287,minor(0),0.139,0.00141,0.0797,0.0939,0.178,80.356,52,Metal
Inner Self,Sepultura,1996,5.15,4,0.275,0.997,4,-5.216,major(1),0.0772,0.000164,0.0711,0.0737,0.0838,160.914,49,Metal
Ratamahatta,Sepultura,1996,4.51,4,0.53,0.95,10,-5.402,minor(0),0.0959,0.00801,0.205,0.33,0.411,112.627,57,Metal
Roots Bloody Roots,Sepultura,1996,3.54,4,0.428,0.874,4,-6.664,minor(0),0.128,0.000337,0.0419,0.311,0.261,119.708,63,Metal
Sepulnation,Sepultura,1996,4.34,4,0.468,0.888,2,-6.113,major(1),0.0561,7.05e-06,0.0405,0.158,0.372,113.166,36,Metal
Slave New World,Sepultura,1996,2.93,4,0.345,0.973,10,-6.181,major(1),0.104,6.26e-05,0.00697,0.0297,0.193,97.706,48,Metal
45,Shinedown,2003,4.17,3,0.446,0.657,7,-4.494,major(1),0.0262,0.0022,0.0,0.189,0.215,152.132,66,Metal
Bully,Shinedown,2003,4.05,4,0.519,0.969,6,-2.34,minor(0),0.0662,9.03e-05,0.0,0.111,0.48,77.011,56,Metal
GET UP,Shinedown,2008,4.1,4,0.552,0.935,0,-4.096,major(1),0.0623,0.0174,1.98e-06,0.116,0.38,74.954,57,Metal
If You Only Knew,Shinedown,2008,3.78,4,0.449,0.956,9,-4.011,minor(0),0.0398,0.000347,0.0,0.325,0.321,97.011,54,Metal
Second Chance,Shinedown,2008,3.7,4,0.46,0.796,0,-4.501,minor(0),0.0333,0.00107,0.0,0.106,0.182,100.011,69,Metal
Simple Man - Rock Version,Shinedown,2008,4.43,4,0.532,0.625,7,-4.95,major(1),0.0293,0.064,0.0,0.223,0.225,120.853,60,Metal
Sound of Madness,Shinedown,2008,3.9,4,0.328,0.939,2,-1.654,minor(0),0.0423,4.93e-05,0.0065,0.337,0.329,185.971,70,Metal
Cut the Cord,Shinedown,2015,3.74,4,0.447,0.966,7,-2.966,major(1),0.089,0.00349,0.000198,0.312,0.533,178.105,70,Metal
How Did You Love,Shinedown,2018,3.13,4,0.331,0.75,5,-5.202,major(1),0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97,57,Metal
Planet Zero,Shinedown,2022,3.71,4,0.416,0.964,9,-2.967,major(1),0.112,2.35e-05,0.000875,0.473,0.212,157.925,55,Metal
18 and Life,Skid Row,1989,3.83,4,0.303,0.648,1,-11.101,minor(0),0.0347,0.00226,1.49e-05,0.112,0.305,180.898,73,Metal
I Remember You,Skid Row,1989,5.23,4,0.482,0.528,0,-12.708,major(1),0.0267,0.00658,7.22e-06,0.14,0.489,88.156,69,Metal
Wasted Time,Skid Row,1989,5.81,4,0.368,0.877,0,-6.816,minor(0),0.0466,0.0102,0.0,0.0754,0.29,84.573,57,Metal
Youth Gone Wild,Skid Row,1989,3.32,4,0.535,0.718,7,-11.276,minor(0),0.044,0.00203,0.000119,0.356,0.628,117.369,68,Metal
Beggar's Day,Skid Row,1991,4.04,4,0.437,0.928,0,-6.763,major(1),0.0524,0.000252,0.00993,0.112,0.267,96.845,31,Metal
In a Darkened Room,Skid Row,1991,3.92,4,0.348,0.668,4,-8.97,minor(0),0.0313,0.00275,1.05e-06,0.192,0.364,62.919,62,Metal
Monkey Business,Skid Row,1991,4.3,4,0.497,0.901,6,-6.724,minor(0),0.0511,0.00102,0.000688,0.104,0.571,96.922,59,Metal
Piece of Me,Skid Row,1991,2.78,4,0.487,0.871,4,-10.67,major(1),0.0476,0.00721,0.0035,0.508,0.835,142.532,55,Metal
Slave to the Grind,Skid Row,1991,3.48,4,0.486,0.977,7,-7.566,major(1),0.105,6.8e-06,0.355,0.242,0.307,133.173,58,Metal
The Threat,Skid Row,1991,3.82,4,0.528,0.959,7,-5.538,major(1),0.0658,0.0007,9.17e-05,0.392,0.421,114.726,47,Metal
Wait and Bleed,Slipknot,1999,2.46,4,0.382,0.996,7,-4.119,major(1),0.104,0.00208,0.0,0.417,0.327,93.345,68,Metal
Left Behind,Slipknot,2001,4.02,4,0.229,0.994,6,-3.431,major(1),0.22,7.03e-05,0.00548,0.318,0.115,156.623,65,Metal
Spit It Out,Slipknot,2001,2.66,4,0.331,0.946,7,-4.599,major(1),0.0775,0.0309,5.62e-06,0.254,0.534,139.965,63,Metal
The Heretic Anthem,Slipknot,2001,4.23,4,0.451,0.993,1,-4.143,major(1),0.185,0.000562,0.00479,0.152,0.14,100.827,63,Metal
Before I Forget,Slipknot,2004,4.64,4,0.291,0.974,6,-2.997,minor(0),0.171,0.0177,5.44e-06,0.886,0.348,134.724,77,Metal
Duality,Slipknot,2004,4.21,4,0.354,0.982,4,-3.026,minor(0),0.168,0.000237,0.000294,0.204,0.194,143.772,80,Metal
Vermilion,Slipknot,2004,5.28,3,0.219,0.989,11,-2.962,minor(0),0.16,0.00421,0.0156,0.375,0.149,168.069,64,Metal
Psychosocial,Slipknot,2008,4.72,4,0.576,0.989,2,-1.909,major(1),0.112,0.00252,0.0032,0.0243,0.352,135.093,62,Metal
Snuff,Slipknot,2008,4.6,4,0.544,0.69,6,-5.723,minor(0),0.0425,0.012,0.0095,0.0615,0.219,123.962,67,Metal
Sulfur,Slipknot,2008,4.63,4,0.278,0.985,11,-1.934,major(1),0.129,0.000234,0.000235,0.104,0.342,104.803,56,Metal
Bother,Stone Sour,2002,4.01,4,0.272,0.281,1,-7.634,major(1),0.0287,0.388,2.29e-05,0.158,0.141,89.914,62,Metal
Get Inside,Stone Sour,2002,3.23,4,0.265,0.957,11,-3.415,major(1),0.0995,2.23e-05,0.0291,0.105,0.396,151.61,47,Metal
30/30-150,Stone Sour,2006,4.3,4,0.512,0.919,4,-4.581,major(1),0.0894,4.03e-05,0.000629,0.0899,0.602,163.035,51,Metal
sillyworld,Stone Sour,2006,4.17,4,0.36,0.782,1,-4.561,major(1),0.0452,0.000144,8.84e-06,0.102,0.306,159.985,35,Metal
Through Glass,Stone Sour,2006,4.72,4,0.545,0.753,3,-4.618,minor(0),0.036,0.0417,0.0,0.389,0.434,105.754,69,Metal
Made of Scars,Stone Sour,2008,3.39,4,0.529,0.841,1,-4.025,major(1),0.0428,5.16e-06,0.000846,0.0404,0.283,101.695,44,Metal
Say You'll Haunt Me,Stone Sour,2010,4.41,4,0.559,0.868,11,-4.738,minor(0),0.0475,1.2e-05,0.00394,0.0418,0.684,140.021,56,Metal
Absolute Zero,Stone Sour,2012,3.83,4,0.552,0.988,1,-2.555,minor(0),0.0787,0.000108,0.309,0.846,0.619,139.941,65,Metal
Creep,Stone Temple Pilots,1992,5.54,4,0.659,0.563,4,-6.32,minor(0),0.0287,0.00431,0.0155,0.11,0.161,107.745,57,Metal
Dead & Bloated - 2017 Remaster,Stone Temple Pilots,1992,5.17,4,0.574,0.862,7,-6.449,major(1),0.0601,0.000971,0.0,0.0923,0.594,122.993,54,Metal
Plush,Stone Temple Pilots,1992,5.17,4,0.417,0.913,7,-6.049,minor(0),0.0441,0.00248,1.09e-06,0.166,0.439,144.591,57,Metal
Big Empty,Stone Temple Pilots,1994,4.9,4,0.335,0.716,7,-7.023,major(1),0.0406,0.0346,0.0,0.107,0.3,121.791,42,Metal
Interstate Love Song,Stone Temple Pilots,1994,3.23,4,0.214,0.947,4,-5.053,major(1),0.0509,0.000553,0.00322,0.238,0.484,170.748,53,Metal
Vasoline,Stone Temple Pilots,1994,2.91,4,0.296,0.989,10,-4.945,major(1),0.111,0.00141,0.000167,0.0911,0.324,168.894,43,Metal
Lady Picture Show,Stone Temple Pilots,1996,4.11,4,0.343,0.936,4,-4.897,major(1),0.0386,0.0148,3.37e-05,0.113,0.522,156.905,49,Metal
Trippin' on a Hole in a Paper Heart,Stone Temple Pilots,1996,2.93,4,0.47,0.989,7,-3.857,major(1),0.0632,0.000386,0.00161,0.157,0.446,106.479,61,Metal
Sour Girl,Stone Temple Pilots,1999,4.27,4,0.394,0.663,0,-6.619,major(1),0.0295,0.0769,0.00644,0.239,0.737,207.575,54,Metal
Institutionalized,Suicidal Tendencies,1983,3.83,3,0.358,0.804,0,-8.534,major(1),0.302,0.0404,0.0,0.111,0.625,91.842,56,Metal
Join The Army,Suicidal Tendencies,1987,3.62,4,0.413,0.799,6,-9.409,minor(0),0.0758,0.00409,0.0,0.05,0.736,89.147,37,Metal
War Inside My Head,Suicidal Tendencies,1987,3.84,4,0.356,0.943,2,-9.191,major(1),0.0887,0.00901,0.0,0.372,0.317,89.789,47,Metal
How Will I Laugh Tomorrow,Suicidal Tendencies,1988,6.72,4,0.251,0.803,9,-12.197,minor(0),0.0423,0.0131,5.29e-05,0.163,0.544,100.454,39,Metal
I Saw Your Mommy...,Suicidal Tendencies,1988,4.88,4,0.32,0.715,4,-8.86,major(1),0.0536,0.00704,0.0,0.338,0.771,95.547,40,Metal
Pledge Your Allegiance,Suicidal Tendencies,1988,4.51,4,0.424,0.711,9,-12.811,major(1),0.0352,0.0236,0.000324,0.133,0.441,92.493,34,Metal
Possessed To Skate,Suicidal Tendencies,1988,2.57,4,0.161,0.902,2,-10.844,major(1),0.0662,0.000157,0.0438,0.348,0.437,185.65,40,Metal
Trip at the Brain,Suicidal Tendencies,1988,4.52,4,0.299,0.914,4,-12.181,minor(0),0.048,0.00106,0.0119,0.102,0.637,103.469,42,Metal
You Can't Bring Me Down,Suicidal Tendencies,1988,5.8,4,0.272,0.958,0,-10.797,major(1),0.381,0.00195,4.63e-05,0.0915,0.0382,136.867,52,Metal
Cyco Vision,Suicidal Tendencies,1990,1.82,4,0.282,0.996,9,-3.991,major(1),0.274,0.00668,0.0,0.0674,0.323,185.423,58,Metal
Suite-Pee,System Of A Down,1998,2.53,4,0.263,0.89,0,-2.913,major(1),0.177,0.0022,0.00348,0.306,0.286,190.389,64,Metal
Aerials,System Of A Down,2001,3.92,4,0.364,0.922,0,-4.217,minor(0),0.0567,0.000915,0.0346,0.0697,0.227,79.342,79,Metal
Chop Suey!,System Of A Down,2001,3.5,4,0.417,0.934,7,-3.908,minor(0),0.119,0.000278,0.0015,0.132,0.287,127.066,84,Metal
Prison Song,System Of A Down,2001,3.35,4,0.493,0.974,1,-3.252,major(1),0.135,0.0202,8.31e-05,0.182,0.354,99.647,67,Metal
Science,System Of A Down,2001,2.71,4,0.504,0.849,0,-3.606,major(1),0.0329,0.000497,0.185,0.11,0.513,89.295,57,Metal
Spiders,System Of A Down,2001,3.59,4,0.46,0.54,5,-5.132,major(1),0.0381,0.0324,0.0168,0.326,0.0506,137.855,68,Metal
Toxicity,System Of A Down,2001,3.65,3,0.413,0.873,8,-4.151,major(1),0.0536,0.000264,0.00249,0.204,0.48,116.68,83,Metal
B.Y.O.B.,System Of A Down,2005,4.26,4,0.538,0.981,1,-2.688,minor(0),0.14,0.00662,0.0,0.219,0.711,101.414,76,Metal
Bounce,System Of A Down,2005,1.9,4,0.46,0.977,0,-3.853,minor(0),0.0394,0.000245,0.201,0.283,0.89,92.666,60,Metal
Hypnotize,System Of A Down,2005,3.16,4,0.274,0.92,6,-4.096,major(1),0.0489,0.0303,0.000412,0.115,0.0397,154.016,69,Metal
Little Suzi,Tesla,1986,4.95,4,0.55,0.719,2,-9.809,major(1),0.0387,0.0315,2.53e-06,0.115,0.358,89.975,47,Metal
Modern Day Cowboy,Tesla,1986,5.3,4,0.445,0.768,4,-8.836,major(1),0.0347,0.0127,2.58e-06,0.0925,0.32,112.796,54,Metal
Hang Tough,Tesla,1989,4.37,4,0.375,0.856,11,-8.334,minor(0),0.0614,0.041,1.44e-06,0.0949,0.205,91.049,42,Metal
Heaven's Trail (No Way Out),Tesla,1989,4.73,4,0.488,0.862,2,-8.06,major(1),0.0464,0.0604,1.15e-05,0.0926,0.302,109.682,41,Metal
Love Song,Tesla,1989,5.39,4,0.354,0.318,2,-9.974,major(1),0.034,0.343,0.0389,0.113,0.281,81.854,52,Metal
Signs - Live At The Trocadero / 1990,Tesla,1990,3.25,4,0.333,0.74,7,-10.479,major(1),0.0459,0.161,0.0,0.982,0.481,162.042,44,Metal
What You Give,Tesla,1990,7.25,4,0.434,0.579,0,-8.603,major(1),0.0295,0.123,2.91e-05,0.0857,0.369,134.477,50,Metal
Edison's Medicine,Tesla,1994,4.78,4,0.482,0.928,7,-7.387,major(1),0.048,0.000682,0.00126,0.375,0.363,129.431,39,Metal
The Way It Is,Tesla,1994,5.15,4,0.327,0.823,7,-7.122,major(1),0.0394,0.019,8.2e-05,0.124,0.489,94.023,39,Metal
Into the Now,Tesla,2004,4.42,1,0.528,0.936,8,-5.061,major(1),0.0422,1.06e-05,0.0601,0.0613,0.583,100.028,21,Metal
Over the Wall,Testament,1987,4.1,4,0.212,0.687,0,-15.09,major(1),0.0677,7.45e-06,0.0693,0.0972,0.308,103.188,39,Metal
Disciples of the Watch,Testament,1988,5.09,4,0.324,0.871,9,-11.059,minor(0),0.0471,0.000136,0.679,0.342,0.447,99.381,29,Metal
Into the Pit,Testament,1988,2.77,4,0.372,0.839,6,-9.914,major(1),0.0405,1.85e-05,0.0258,0.142,0.671,103.061,40,Metal
The New Order,Testament,1988,4.44,4,0.382,0.837,11,-10.775,major(1),0.0403,1.49e-05,0.201,0.0554,0.58,96.933,29,Metal
Practice What You Preach,Testament,1989,4.91,4,0.235,0.976,11,-10.458,minor(0),0.0516,0.000395,0.0544,0.117,0.289,188.058,35,Metal
The Preacher,Testament,1989,3.64,4,0.308,0.833,0,-10.005,major(1),0.0497,0.000112,0.0231,0.095,0.594,96.506,23,Metal
Souls of Black,Testament,1990,3.37,4,0.404,0.891,11,-11.498,major(1),0.0547,8.3e-05,0.209,0.0859,0.516,128.929,47,Metal
Electric Crown,Testament,1991,5.5,4,0.357,0.905,1,-7.787,major(1),0.0523,0.00395,0.000417,0.375,0.546,81.294,45,Metal
Low,Testament,1994,3.56,4,0.371,0.887,6,-9.101,major(1),0.0483,6.11e-05,0.0321,0.0742,0.728,162.355,35,Metal
More Than Meets the Eye,Testament,2012,4.55,4,0.458,0.984,11,-4.294,major(1),0.15,6.44e-06,0.515,0.0678,0.381,155.055,53,Metal
She Sells Sanctuary,The Cult,1985,4.21,4,0.55,0.765,7,-8.684,major(1),0.0287,4.76e-06,0.873,0.132,0.419,139.46,67,Metal
Spiritwalker,The Cult,1985,3.22,4,0.359,0.878,0,-7.678,major(1),0.0657,6.56e-05,0.116,0.326,0.54,164.291,34,Metal
The Witch - Edit,The Cult,1985,4.32,4,0.636,0.876,2,-8.502,major(1),0.0942,0.000133,0.0585,0.125,0.568,101.45,40,Metal
Wild Flower,The Cult,1985,3.62,4,0.532,0.699,4,-9.496,major(1),0.0618,0.00674,0.000269,0.0925,0.837,135.425,51,Metal
Lil' Devil,The Cult,1987,2.77,4,0.567,0.863,7,-8.155,major(1),0.0328,0.00277,0.00468,0.346,0.492,130.004,49,Metal
Love Removal Machine,The Cult,1987,4.32,4,0.323,0.857,7,-6.972,major(1),0.109,0.00217,0.000502,0.0567,0.64,137.537,53,Metal
Edie (Ciao Baby),The Cult,1989,4.78,4,0.478,0.808,7,-9.159,major(1),0.0459,0.0766,0.0011,0.209,0.29,102.109,49,Metal
Fire Woman,The Cult,1989,5.13,4,0.49,0.854,7,-7.489,major(1),0.0407,0.000258,0.000735,0.299,0.443,132.032,59,Metal
Sweet Soul Sister,The Cult,1989,5.14,4,0.442,0.866,5,-9.245,major(1),0.0614,0.124,0.0103,0.159,0.151,93.012,49,Metal
Rain,The Cult,1991,3.94,4,0.561,0.845,0,-6.981,major(1),0.0328,0.000648,0.823,0.347,0.605,122.731,56,Metal
Still In Love With You,Thin Lizzy,1974,5.67,4,0.584,0.407,0,-11.945,major(1),0.059,0.0412,0.0368,0.125,0.594,88.94,39,Metal
Rosalie,Thin Lizzy,1975,2.94,4,0.539,0.811,1,-11.224,minor(0),0.0886,0.0616,0.000899,0.0644,0.553,133.829,44,Metal
Cowboy Song,Thin Lizzy,1976,5.24,4,0.531,0.668,8,-9.494,major(1),0.115,0.218,0.00404,0.307,0.434,134.446,51,Metal
Emerald - Alternate Version,Thin Lizzy,1976,4.09,3,0.251,0.877,1,-6.969,major(1),0.123,0.0488,0.0129,0.0548,0.58,179.275,22,Metal
Jailbreak,Thin Lizzy,1976,4.01,4,0.616,0.761,3,-9.199,major(1),0.126,0.196,0.0025,0.374,0.708,145.074,57,Metal
The Boys Are Back In Town,Thin Lizzy,1976,4.45,4,0.445,0.706,8,-9.803,major(1),0.0461,0.234,0.000252,0.205,0.768,80.823,72,Metal
